"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / United States","Price / United States","Compare At Price / United States","Included / International","Price / International","Compare At Price / International","Status"
"all-day-jacket","","","","","","","","","Classic Navy","","XL","","","TW851-4165-XL","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9439.jpg?v=1669181003","10","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","Perfect Gray Heather","","XS","","","TW851H-0391-XS","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9452.jpg?v=1669181003","11","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","Perfect Gray Heather","","S","","","TW851H-0392-S","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9432.jpg?v=1669181003","12","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","Perfect Gray Heather","","M","","","TW851H-0393-M","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/TW851H-039_ALLDayJacket_PerfectHeatherGray_1200x1600_96097242-66c4-4e35-b87a-ed5a51f9e14d.jpg?v=1669181003","13","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","Perfect Gray Heather","","L","","","TW851H-0394-L","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_6045.jpg?v=1669181003","14","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","Perfect Gray Heather","","XL","","","TW851H-0395-XL","408","shopify","","deny","manual","44.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_6108.jpg?v=1669181003","15","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","White","","XS","","","TW851-1001-XS","408","shopify","","deny","manual","45.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_6053.jpg?v=1669181003","16","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","White","","S","","","TW851-1002-S","408","shopify","","deny","manual","45.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/TW851-001_ALLDayJacket_Black_1200x1600_41ebd275-0f04-4f49-9d44-6e08fa70be4d.jpg?v=1669181003","17","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","White","","M","","","TW851-1003-M","408","shopify","","deny","manual","45.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_6857.jpg?v=1669181003","18","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","White","","L","","","TW851-1004-L","408","shopify","","deny","manual","45.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_6870.jpg?v=1669181003","19","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","White","","XL","","","TW851-1005-XL","408","shopify","","deny","manual","45.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_6879.jpg?v=1669181003","20","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_6868.jpg?v=1669181003","21","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_6855.jpg?v=1669181003","22","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TW851-100_ALLDayJacket_White_1200x1600_0f3bd763-77fd-469c-b856-8596d4d65fcc.jpg?v=1669181003","23","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/22-MENS-ECOMM-APR-Look9-1722.jpg?v=1669139623","24","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/22-MENS-ECOMM-APR-Look9-1723.jpg?v=1669139623","25","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/22-MENS-ECOMM-APR-Look9-1746.jpg?v=1669139623","26","","","","","","","","","","","","","","","","","","","","","","","","","",""
"all-day-jacket","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/22-MENS-ECOMM-APR-Look9-1736.jpg?v=1669139623","27","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bambare-crew-neck-3-pack","BamBare Crew Neck 3 Pack","<meta charset=""utf-8""> <div data-mce-fragment=""1"">An undershirt that over-performs. Anything but your standard undershirt, the BamBare Crew Neck Undershirt is prepared to carry you through your day.  It's an essential closet staple - layer it under a button down or sport it for your next workout. Our bamboo fabric provides anti-odor and moisture-wicking protection with a classic, lightweight fit that's perfect for everyday wear. <meta charset=""utf-8""> <span data-mce-fragment=""1"">Stock up now with our 3-pack bundle, with a washable bag included.  Style #TM3UC.</span> </div> <div data-mce-fragment=""1""><span data-mce-fragment=""1""></span></div> <div data-mce-fragment=""1""> <p> </p> <p><strong>Contains:</strong></p> <p>3 White BamBare Crewneck Undershirts</p> <p>1 Bamboo Bag</p> <p><br></p> </div>","tasc Performance","","Underwear","Fabric: Bamboo, gender:men, gift, gift under 100, Holiday: Gift Guide, Holiday:StockingStuffer, men, mens, mens bambare, mens undershirts, mensbs, menscollection, menslounge, menstops, menstshirt, menstshirts, mensundershirts, mensunderwearsocks, size:L, size:M, size:S, size:XL, size:XXL, tasc, tasc performance collection, tascperformancecorecollection, type:short sleeve, under100, undershirt, white","TRUE","Size","White","Color","S","","","TM3UC-1002-S","635","shopify","","deny","manual","88.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_8817.jpg?v=1767110362","1","","FALSE","BamBare Crew Neck 3 Pack – tasc Performance","An undershirt that over-performs. Anything but your standard undershirt, the BamBare Crew Neck Undershirt is prepared to carry you through your day.  It's an essential closet staple - layer it under a button down or sport it for your next workout. Our bamboo fabric provides anti-odor and moisture-wicking protection wit","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"bambare-crew-neck-3-pack","","","","","","","","","White","","M","","","TM3UC-1003-M","635","shopify","","deny","manual","88.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_8820.jpg?v=1767110362","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"bambare-crew-neck-3-pack","","","","","","","","","White","","L","","","TM3UC-1004-L","635","shopify","","deny","manual","88.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/IMG_8824.jpg?v=1767110362","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"bambare-crew-neck-3-pack","","","","","","","","","White","","XL","","","TM3UC-1005-XL","635","shopify","","deny","manual","88.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"bambare-crew-neck-3-pack","","","","","","","","","White","","XXL","","","TM3UC-1006-XXL","635","shopify","","deny","manual","88.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"varsity-french-terry-hoodie","Varsity French Terry Hoodie","<p><span data-mce-fragment=""1"">Our new uber soft hoodie feels too good to take off and with its go-anywhere, iconic, vintage style you won't have to. A must-have wardrobe staple that's anything but basic.</span></p> <p><br><span data-mce-fragment=""1"">Style #<meta charset=""utf-8"">TM654. </span></p> <p><span data-mce-fragment=""1"">Models are 6'2 and wearing a size M. </span></p>","tasc Performance","","Sweatshirts","blue, Classic Navy, final sale, finalsale, gender:men, gender:men's, Loungewear, men, mens, mens sale, mensvarsity, sale, Sale:Lightweight Layers, Sale:Mens, Sale:Sweatshirts, Style: Men's Casual, tasc, tasc performance, tasc performance collection, YGroup_varsityhoodiemen","TRUE","Size","Classic Navy Heather","Color","S","","","TM654H-4172-S","544","shopify","","deny","manual","68.00","98.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/240712_FW24_Lifestyle_Look6_1113_391c5d0c-7e41-4797-9f4c-d3ca69eac996.jpg?v=1765390526","1","","FALSE","Varsity French Terry Hoodie | Men's Activewear | tasc Performance","This French Terry Hoodie Sweatshirt is an easy layer for weekends & beyond. A relaxed fit with comfortable, breathable fabric for the off-duty athlete.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"varsity-french-terry-hoodie","","","","","","","","","Classic Navy Heather","","M","","","TM654H-4173-M","544","shopify","","deny","manual","68.00","98.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Varsityhoodienavyfl.jpg?v=1765390526","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"varsity-french-terry-hoodie","","","","","","","","","Classic Navy Heather","","L","","","TM654H-4174-L","544","shopify","","deny","manual","68.00","98.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/front_536471d5-508e-48d2-b5b6-40d507189ef9.jpg?v=1765390526","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"varsity-french-terry-hoodie","","","","","","","","","Classic Navy Heather","","XL","","","TM654H-4175-XL","544","shopify","","deny","manual","68.00","98.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/side_d07438a7-8fb4-422d-8623-5d5d47f4a822.jpg?v=1765390526","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"varsity-french-terry-hoodie","","","","","","","","","Classic Navy Heather","","XXL","","","TM654H-4176-XXL","544","shopify","","deny","manual","68.00","98.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/back_80bce9c6-cba8-4e42-91d1-08d250389a04.jpg?v=1765390526","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/fullbody_c717b215-6184-47f0-a48e-1826e783d550.jpg?v=1765390526","6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/VarsityHoodie_StoneGray_TM654-025.jpg?v=1765390526","7","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Tasc_2023_E-Comm_CF_97_3148.jpg?v=1765390526","8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Tasc_2023_E-Comm_CF_97_3154.jpg?v=1765390526","9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Tasc_2023_E-Comm_CF_97_3160.jpg?v=1765390526","10","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Tasc_2023_E-Comm_CF_97_3174.jpg?v=1765390526","11","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Tasc_FlatLay_CF_72_0896__FullRes.jpg?v=1765390526","12","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TopFront_4995dd77-c5d4-4b17-b2f8-051e5840293c.jpg?v=1765390526","13","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Side_0b3533c6-fc2a-4d53-9e2f-e5bab239c399.jpg?v=1765390526","14","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Back_dd77c81d-0443-4710-bf61-fcc63d0c2f1e.jpg?v=1765390526","15","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBodu.jpg?v=1765390526","16","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/HoodUp.jpg?v=1765390526","17","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FrontTop_ef923a8d-10aa-4d80-9180-b7d25eaed335.jpg?v=1765390526","18","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM654H-452.jpg?v=1765390526","19","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/SideTop_115d152f-e9a7-4b04-922e-1a5bac4faba4.jpg?v=1765390526","20","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/BackTop_37400b9e-4d72-4d85-b9c1-ead302ccc9b4.jpg?v=1765390526","21","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBody4_2a7d45a5-76f7-4125-8fb9-cae6c91948e3.jpg?v=1765390526","22","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBody5_ddda1ffa-232c-4833-bff0-28b1e55f9593.jpg?v=1765390526","23","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBody2_46876a5e-efce-4ec2-9fad-605ceb078b2a.jpg?v=1765390526","24","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBody1_d95d24de-5875-43f0-8798-74998b2880d0.jpg?v=1765390526","25","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/FullBody3_9ae59e07-f6c7-40b3-9d72-e58710d4e58d.jpg?v=1765390526","26","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_3360.jpg?v=1765390526","27","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM654-317_VarsityHoodie_Sage_1200x1600_13d5b2ae-59a4-4628-b57a-675cc372413c.jpg?v=1765390526","28","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_3362.jpg?v=1765390526","29","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_3367.jpg?v=1765390526","30","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM654-317_VarsityHoodie_Sage_CollarDetail_1200x1600_17a06bef-aa57-454f-a1d8-e27e3cea1a2a.jpg?v=1765390526","31","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Ecom.jpg?v=1765390526","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_2210.jpg?v=1765390526","33","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_2220.jpg?v=1765390526","34","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_Legendary_2222.jpg?v=1765390526","35","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM654-067_VarsityHoodie_HeatherGray-LightHeatherGray_1200x1600_b3d84d71-25ee-4fac-ba39-474b956629fa.jpg?v=1765390526","36","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/164_VaristyHoodie_Black_VarsityFrenchTerryJogger_Black_034.jpg?v=1765390526","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Top_3c8ecab3-196d-4412-be49-480b4a9a0a60.jpg?v=1765390526","38","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/164_VaristyHoodie_Black_VarsityFrenchTerryJogger_Black_024.jpg?v=1765390526","39","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/FullBody_f7d2494c-1894-4141-9340-445ef892ce27.jpg?v=1765390526","40","","","","","","","","","","","","","","","","","","","","","","","","","",""
"varsity-french-terry-hoodie","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM654-001_VarsityHoodie_Black_1200x1600_ad15b3a4-a1e4-4451-a84d-f0adca470cdd.jpg?v=1765390526","41","","","","","","","","","","","","","","","","","","","","","","","","","",""
"motion-pant","Motion Pant Tailored Fit - Granite","<p><meta charset=""utf-8"">Do it all in our best-selling Motion Pants, inspired by our one-pair-for-everything mentality. Dress it up or dress it down, it's an everyday essential. The slim fit is ideal for slender builds and has a tapered leg from thigh to ankle. We recommend sizing up for optimal comfort. Style #TM672.<br></p> <p><br></p>","tasc Performance","","Pants","Activity:Golf, Activity:Office, Activity:To + From, Activity:Travel, bamboo, blue, bottoms, classic navy, cloud, Clubhouse: Pants, Clubhouse: Polos, F-MotionCollection, F-PoloCollection, Fabric: Bamboo, fathers, fit-tailored, fitcollection-motion-pant-granite, fullprice, gender:men, gift, gift under 150, golf, golf1, golfbottom, golfgiftguide, gray, group:motion-pant, Holiday: Gift Guide, Holiday:Golf, men, mens, mens best sellers, mens bottoms, mens commute, menscloud, menscollection, mensgolf, menspants, motion pant, motionpant, natural / tan, nola style, pant, pants, product:bottoms, size:30, size:32, size:34, size:35, size:36, size:38, size:40, spo-default, spo-disabled, tag::core, tascperformancecorecollection, under125, YGroup_motionpant","TRUE","Size","Granite","Color","30x30","","","TM672-0241-30x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Front_Fit_5.jpg?v=1762466290","1","","FALSE","Motion Pant Tailored Fit - Granite – tasc Performance","Motion Pants Granite are made from stretch-woven fabric with a water-resistant finish. These straight leg pants are breathable, durable, and flexible.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"motion-pant","","","","","","","","","Granite","","30x32","","","TM672-0241-30x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Side_edc50769-9688-4d35-8cc3-73fdb77f87df.jpg?v=1762466290","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","32x30","","","TM672-0242-32x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Back_58f585d6-cd4a-43ce-adc7-2850fbd9f080.jpg?v=1762466290","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","32x32","","","TM672-0242-32x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FullBody_d94c808a-3795-42cb-9b57-00a0f80d2844.jpg?v=1762466290","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","33x30","","","TM672-0243-33x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM672-024-Motion-Pant_Granite_1200x1600_fec9b571-b735-494c-92ac-309d79774b72.jpg?v=1761851877","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","33x32","","","TM672-0243-33x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/PDP_Enhncement1Artboard2copy25V2_f5794125-7264-4dbd-a689-9dbaf13d8f4a.jpg?v=1761851877","6","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","34x30","","","TM672-0244-34x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/PoloPrint-MotionPantIMG_3118_08d82b3f-1420-4d1a-ac42-eacbe58d5361.jpg?v=1761851877","7","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","34x32","","","TM672-0244-34x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/motion-pant-light-stone1.jpg?v=1761851877","8","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","34x34","","","TM672-0244-34x34","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/PoloPrint-MotionPantIMG_3118.jpg?v=1761851877","9","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","35x30","","","TM672-0245-35x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/TM672-054MotionPant_GlacierGray_1200x1600_49c29866-18f0-431e-98aa-107001aa5bba.jpg?v=1761851877","10","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","35x32","","","TM672-0245-35x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/PoloPrint-MotionPantIMG_3118_9a462211-264d-47c1-9111-98977425f6b0.jpg?v=1761851877","11","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","36x30","","","TM672-0246-36x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_5858.jpg?v=1761851877","12","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","36x32","","","TM672-0246-36x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9688.jpg?v=1761851877","13","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","36x34","","","TM672-0246-36x34","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_5868.jpg?v=1761851877","14","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","38x30","","","TM672-0247-38x30","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9694-cropped.jpg?v=1761851877","15","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"motion-pant","","","","","","","","","Granite","","38x32","","","TM672-0247-38x32","499","shopify","","deny","manual","118.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/products/Tasc_SS_2022_9736-cropped.jpg?v=1761851877","16","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
